Office Type,Name,State_abbrev,State_num,Congressional_District,Total_Population,Race_White,Race_Black,Race_AmerInd,Race_Asian,Race_PacIsl,Race_Other,Race_TwoOrMore,Agg_Household_Income,Inc_Pov_Ratio_below_50,Inc_Pov_Ratio_50_74,Inc_Pov_Ratio_75_99,Inc_Pov_Ratio_100_124,Inc_Pov_Ratio_125_149,Inc_Pov_Ratio_150_174,Inc_Pov_Ratio_175_184,Inc_Pov_Ratio_185_199,Inc_Pov_Ratio_200_299,Inc_Pov_Ratio_300_399,Inc_Pov_Ratio_400_499,Inc_Pov_Ratio_above_500,Age_18_19,Age_20,Age_21,Age_22_24,Age_25_29,Age_30_34,Age_35_39,Age_40_44,Age_45_49,Age_50_54,Age_55_59,Age_60_61,Age_62_64,Age_65_66,Age_67_69,Age_70_74,Age_75_79,Age_80_84,Age_85_over,lean_magnitude,lean_party,battleground,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?
Representative,Kentucky,KY,21,1,721124,641142,49665,1301,4625,1714,4621,18056,17795105500,52067,32221,38825,39253,38831,36560,18225,23675,122406,107904,68328,114556,20155,10649,10502,27995,46379,37981,40082,42961,44400,45751,47763,21530,29682,17188,24042,34948,24781,17181,15093,39.53,R,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Kentucky,KY,21,2,769850,685076,35956,2452,13122,2735,8462,22047,20026443300,48211,32158,36288,33308,39564,38142,15430,20211,135899,110888,79930,153739,24861,10862,9680,29381,50402,46389,47770,46658,48516,51022,51210,20929,29776,15787,23981,33973,21977,15710,12640,31.76,R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Kentucky,KY,21,3,749110,525539,167681,1894,22504,27,12743,18722,23466129700,56037,26970,32028,32349,29138,29477,14999,22834,116204,104160,73002,193097,18187,10262,8171,28468,59277,52229,50476,43381,46478,45679,52174,20368,27812,17495,24553,28311,19178,15395,15541,18.54,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Kentucky,KY,21,4,754387,693312,25869,849,8646,213,9340,16158,23820211800,39246,27845,19630,28308,29809,31761,11401,16879,110310,116355,89721,215972,18408,9925,9008,25260,50062,47262,47229,49722,48329,50733,54325,22192,27846,16864,23042,31978,20285,12744,11993,29.23,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Kentucky,KY,21,5,695105,674403,8772,982,1749,150,2106,6943,13206170400,80222,50744,46571,41265,46562,36899,11032,24992,121085,84091,55309,70898,16372,11258,10228,21489,44347,38685,42200,43954,45855,49287,46889,17862,30425,18817,23659,31471,20647,15249,12116,54.43,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Kentucky,KY,21,6,778826,655551,66818,992,14654,104,14615,26092,22497148200,50119,30252,30974,34101,34786,40255,14194,19385,134992,109312,72728,181386,22480,16783,14997,35826,58112,48395,53122,45552,51972,47351,52350,19339,27550,17236,21846,30274,20504,13628,11265,10.5,R,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Massachusetts,MA,25,2,745347,613709,39762,1346,45415,618,18667,25830,26401718900,35100,15468,15730,23699,23735,29027,7113,14247,89256,96790,75939,277727,29079,16871,13686,32025,47213,46431,44835,42714,47444,54269,54939,19289,31607,16847,24421,32482,18990,13958,15002,22.96,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Massachusetts,MA,25,3,771096,572967,32434,2247,58988,198,78451,25811,28989625000,31914,18799,24476,22379,22974,28797,9377,17820,99325,95209,89202,293090,23200,9370,11536,30574,51679,49153,46022,50219,51860,55147,62974,23969,27267,14828,21403,24971,16772,13030,14523,23.9,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Representative,Massachusetts,MA,25,5,775135,581993,43210,424,99306,181,22274,27747,41573019000,25806,10363,16213,19752,12263,17275,8883,11963,68617,79049,71119,407655,20298,9279,9763,31577,57708,62262,58252,51873,48767,54286,49322,19955,27926,19325,19512,32303,21623,15749,16865,43.3,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Massachusetts,MA,25,6,780524,659720,34650,1015,37038,375,27056,20670,35748105700,27300,11905,22381,17427,20968,17907,6329,11987,80953,88889,77264,379824,19821,10474,10210,25586,44515,50000,43861,44430,53611,57597,60850,19882,34381,18419,26785,38089,22901,17075,22927,19.06,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Massachusetts,MA,25,9,742570,649447,24810,2788,11093,153,35464,18815,27501160600,28641,14663,21841,22417,22119,28396,9757,22593,86855,97788,87058,285724,18747,6770,8610,28072,40547,39580,40466,41643,47549,53440,54816,22660,33546,21455,29806,44965,30156,18117,20333,14.8,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Maryland,MD,24,1,741621,604948,91106,996,15601,260,9267,19443,27177403100,28716,15906,17230,20740,24420,25335,9171,15345,96984,104736,83797,281444,18670,9538,9480,26557,43770,40476,42783,39040,48288,54046,56349,22863,32145,17547,24628,38721,25726,17245,15117,30.39,R,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Maryland,MD,24,2,768511,405867,272284,1475,41651,440,15739,31055,25775104100,44913,17957,22459,22313,27122,29730,9029,13997,109936,99362,95809,257478,18014,10253,12714,27664,57657,59160,56102,45994,52209,48705,48089,19835,29769,16168,22416,27526,18604,12600,12292,21.88,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Maryland,MD,24,3,754636,465062,173443,2041,57822,174,28615,27479,33994796200,27379,12043,15931,19372,23269,16302,7826,10948,88929,88485,85995,338752,18251,9368,10446,31794,59340,59200,52297,46078,46033,51533,47376,18239,27616,14705,19128,30736,21480,12411,17034,24.44,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Maryland,MD,24,4,760398,211823,397886,1055,24360,187,98434,26653,29037289900,32422,9299,18137,19104,23018,32080,11175,15710,97495,102055,91209,302795,12110,7979,7784,26325,55070,56519,54336,50750,50659,53322,56440,18146,27606,16076,20768,27133,17659,11268,10289,53.68,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Maryland,MD,24,5,757621,358663,294783,2690,32124,0,40980,28381,30440923300,25477,9780,11546,13318,16992,21152,5676,13853,84257,94277,84270,354162,28408,12605,12675,30176,46912,45651,52393,41065,53093,59351,55301,20433,28977,15352,20130,28971,19626,11169,10486,28.81,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Maryland,MD,24,6,758943,504729,103706,1618,81520,1162,34577,31631,30555994700,32014,17863,19773,25304,24779,23690,9791,17199,94135,95261,71102,303818,16310,11017,8989,27315,47153,48909,53389,46711,53250,51459,53086,19420,28629,17287,21095,29827,21823,15451,13265,10.44,D,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Maryland,MD,24,7,716136,251762,374252,1811,52833,4539,8977,21962,24775984300,47881,29938,24611,28918,23125,29663,12944,16687,94251,82365,56329,246254,20194,8657,8117,31688,58037,49071,44090,44460,43445,47610,48767,19444,28365,15217,20946,29409,20940,12516,13973,51.28,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Maryland,MD,24,8,784852,502193,103425,1747,73074,549,67453,36411,41494508000,21025,11437,14466,20719,14509,16763,5295,11639,86500,81450,67719,422183,20899,7358,7538,28131,46449,53152,55341,50250,53588,56149,52666,21036,31356,18285,23358,31013,23301,14265,16059,27.84,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Maine,ME,23,2,652869,618817,6968,6657,4305,21,788,15313,17201415700,36519,26465,29560,34831,30286,33882,14779,19663,118847,99455,72366,117565,18110,6873,7834,21875,37405,36179,37373,35233,40445,46664,51720,22720,32227,20976,24875,36644,22595,14787,17266,6.13,R,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Michigan,MI,26,10,722722,664624,21764,1742,14989,392,4435,14776,23722514500,28876,20700,21785,23874,27284,25399,13870,14377,111744,109116,94428,221797,15855,6790,6365,26184,39402,38487,42173,42872,49402,56230,57798,22207,31215,19531,24966,34453,25380,14663,13560,27.01,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Michigan,MI,26,11,733920,586668,37402,1773,80740,44,6560,20733,32414499600,21161,10145,13220,12976,16201,22705,9718,12150,80010,97646,90649,341871,16132,7518,5954,27459,48245,42380,47102,45765,51822,53315,54272,23076,30566,19022,22584,32689,21428,13344,14436,6.41,R,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Representative,Michigan,MI,26,12,709832,549015,80720,2273,42832,230,11542,23220,22662891200,67682,20678,26657,25130,28362,29010,10422,16647,104631,87991,70194,201893,26716,16353,15885,38062,61474,47572,43106,36495,42201,43261,44583,18870,25061,13162,20643,27041,18013,12058,13059,26.99,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Representative,Michigan,MI,26,13,663867,260452,356197,2240,9414,248,18839,16477,12677846800,99585,50861,42411,47199,38270,36665,14151,18863,108000,76481,51451,70865,17258,11188,8215,26243,53838,39388,37300,42094,41226,43511,41309,17506,24926,14178,19101,23633,16662,11551,12140,62.42,D,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Michigan,MI,26,14,704494,244398,394916,1436,37231,672,7677,18164,20021146000,70426,39271,32384,38745,29687,31077,13606,19431,108758,84954,65235,160403,16746,7652,10682,28782,54328,47312,40425,41794,45035,42509,45332,19154,29678,16596,21298,30174,18485,15294,15962,59.72,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Representative,Michigan,MI,26,2,743361,625058,49717,5025,19487,298,18877,24899,20368537600,32792,22397,23114,26265,41279,34216,9711,20286,141567,129530,81447,160223,23262,12345,13409,29643,51380,46376,45069,43046,43417,46937,50787,19115,27670,17335,23506,29121,20976,14544,14105,17.71,R,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Michigan,MI,26,3,749975,627466,61116,2878,15348,346,14900,27921,23691505500,38508,22284,28706,30176,26656,33016,13764,24237,133845,112256,79726,188431,18763,10661,10770,26476,56850,50894,50147,42132,46764,45409,48618,20230,28984,16391,19595,29949,19908,12928,14020,10.38,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Michigan,MI,26,4,704592,659539,13239,5200,7785,193,3736,14900,19056062500,42128,25353,27372,30804,29306,33943,16013,21250,135291,105067,71460,138250,21953,11601,11911,29183,42589,38974,40790,36343,41275,47129,49757,20710,31896,19395,24194,36026,25461,17434,14967,20.88,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Michigan,MI,26,5,671115,519531,117802,2293,5568,66,4129,21726,18096476300,49975,37935,36634,34277,27741,36555,14182,21742,117694,85949,68330,131604,16994,10877,8523,21160,44149,36693,36122,39768,42516,44239,48587,22331,28296,16861,23745,31278,22961,15089,14616,8.59,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Representative,Michigan,MI,26,6,721736,607696,58328,3136,11341,573,11033,29629,21067119900,45866,25230,27296,30192,32950,30845,14344,24872,131240,99815,78884,164947,20358,13938,13079,31149,44860,42012,42908,41105,41535,45555,49980,18473,29956,17506,23976,32758,22257,14269,14089,7.74,R,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Michigan,MI,26,7,706811,644695,28719,1947,7418,86,5080,18866,22107595500,29679,17924,23091,28429,26377,33642,13695,15257,118787,108510,80802,187131,18314,9097,8343,23551,41917,41503,44705,37247,46920,48403,53583,21397,29927,18773,26384,32537,24371,13747,14811,14.04,R,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Michigan,MI,26,8,749011,635322,43581,2612,37707,146,6424,23219,27204879000,33720,21186,17115,22835,18198,25749,10640,13991,99888,105303,82018,275475,29038,14793,13310,33404,47781,43260,44689,43334,51644,50527,50707,20088,28724,16574,24461,28406,18525,11568,13102,7.18,R,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Michigan,MI,26,9,715259,557129,103803,2686,30799,247,3152,17443,24492052300,35930,24749,30648,27178,26438,29917,12635,15457,115529,104585,80034,205923,12824,7902,6368,31761,64014,51061,49078,37075,46324,48982,50794,22598,28667,16336,20681,29456,20830,15161,16889,8.62,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Representative,Minnesota,MN,27,1,678418,606439,21905,2013,18839,1141,13714,14367,21828207800,28838,14993,22437,28001,27575,28852,11463,15139,102205,110124,83387,185166,18608,12464,12201,25866,40846,42143,43689,38170,37901,40970,47743,17047,26862,16151,19768,27588,20968,14780,18318,10.99,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Representative,Minnesota,MN,27,4,717766,500450,75003,4597,92962,155,13045,31554,26795901300,39098,17720,27036,17555,26920,22586,11585,12922,102025,89794,74034,259150,17749,8673,9358,28396,55918,56006,49617,42084,40374,43075,47366,19082,24905,15078,21401,25637,16342,12427,13752,28.08,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Minnesota,MN,27,5,718802,484065,122385,9613,42670,70,29171,30828,27184374200,48496,20120,29864,35152,24915,31784,7739,21371,97129,85429,71459,227891,19442,12361,8678,36318,78427,71996,58236,41081,38627,35752,41441,14662,21642,14389,18498,19734,14484,9723,14244,51.78,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Minnesota,MN,27,7,663069,599813,11246,19132,5728,308,12271,14571,19751193800,31031,13410,24851,30139,29392,28003,11156,19493,114437,104865,85163,153974,15372,8516,8937,24560,38400,37974,38972,33928,36007,38491,48182,19300,27892,16782,21710,31269,23473,17677,19328,25.32,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Minnesota,MN,27,8,672274,620998,6969,17995,4815,284,2507,18706,20048246900,36017,19061,25482,27050,27311,29686,12328,17116,112754,100797,82910,162944,15789,9142,8506,23487,36690,37239,39303,36762,38730,43190,52810,21230,30933,19017,26934,33309,23913,17463,16624,10.09,R,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Representative,Missouri,MO,29,1,728365,315884,359940,1370,22653,566,7063,20889,21456825000,66642,41129,36049,38877,30255,29721,14826,22547,109150,101641,66311,152826,16463,9260,7588,37838,67225,58750,46643,43466,40336,43582,45181,21583,28646,14533,20929,27268,17270,11915,14661,55.63,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Missouri,MO,29,2,760689,669924,29119,1685,40337,665,3084,15875,34991169500,16793,9450,10040,14847,13153,16459,9476,10429,90692,108503,93864,355278,16344,5798,8762,24606,41468,44736,48629,45755,49990,51566,58433,21723,33627,20070,25915,33042,26655,18819,19329,15.61,R,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Missouri,MO,29,3,793405,736054,28334,1643,6692,903,2889,16890,24429274800,31402,13261,24867,24791,23096,32651,11104,21375,138800,135914,93001,221235,18642,9857,8530,28506,51691,51457,55030,44377,50167,53406,57184,20457,34714,17076,22607,36508,23950,14932,12931,38.14,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Missouri,MO,29,4,770500,686709,33920,5257,13518,350,4827,25919,19642503700,47636,31673,33441,29538,38002,39832,23779,21392,135511,114003,77452,141040,28237,16811,16860,31633,52369,47578,44159,43324,42277,46059,48839,20134,30858,17507,23690,34335,24015,15685,15166,35.77,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Missouri,MO,29,5,771847,530873,170287,2174,12887,3029,23087,29510,22402804900,47711,24131,29649,40725,35068,36303,16293,22662,146415,115996,78598,164031,19178,9348,9250,30332,66002,56299,52114,44485,45343,47101,49464,18733,29431,15941,22056,30165,21783,13914,15839,11.99,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Missouri,MO,29,6,780002,702748,33495,3588,9883,348,6153,23787,23040611200,29840,16145,28475,38015,30615,26672,12856,21812,128790,117627,91521,208842,20490,9666,10996,26898,47905,47600,53653,44219,49318,47568,53524,22702,30066,17033,23214,35165,22927,14672,15523,31.81,R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Missouri,MO,29,7,783672,715501,16109,8968,9339,1376,7741,24638,20168900300,44776,27886,44173,46129,44352,38579,16443,26326,153751,111826,77908,129387,21613,11062,10644,36159,52360,49694,49921,41754,47347,46293,53852,18182,28753,17030,25509,36757,26332,16094,16590,46.41,R,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Missouri,MO,29,8,737972,677504,33123,3020,6108,148,1713,16356,16510285400,51085,36218,43858,47431,32005,46218,16631,26098,139363,101982,66872,101815,18574,11737,7786,26471,43101,40897,42696,42118,45819,47182,53114,20532,33152,17828,24809,37636,26454,18229,14766,51.07,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Mississippi,MS,28,1,769595,519886,213965,1791,4848,110,12688,16307,18225362700,49623,26785,35566,44321,40368,41136,12870,22727,148832,101679,80506,142183,27322,12921,10497,29575,50184,45498,47249,48899,48655,49030,48354,20138,29030,15868,22332,33580,21959,15984,11824,29.99,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Mississippi,MS,28,3,746155,444887,272635,7793,8992,509,4314,7025,18955590300,67317,37136,34397,38434,38844,36451,13998,19987,120368,97893,59919,156600,23882,11457,11152,28587,50333,46807,56811,42676,42949,41533,47108,20435,26116,17678,22679,32206,23514,13141,13669,22.99,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Representative,Mississippi,MS,28,4,774983,552151,183657,1582,10899,638,9007,17049,18259696000,69748,40397,40916,42639,39883,35222,13121,25771,134418,105167,75171,132258,21779,11337,10828,31494,52800,47128,53481,46712,46375,48024,49445,23742,25337,17016,22528,34092,24424,14511,10667,39.29,R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Montana,MT,30,1,1062305,941438,5056,68013,8517,990,5828,32463,31341978900,56235,33726,45153,50540,45752,55763,18116,33515,186428,148903,119628,243703,28757,14302,11465,42055,68654,65322,69578,59085,60007,61083,72061,33041,46691,28002,40696,52357,37014,21417,20753,17.95,R,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,North Carolina,NC,37,1,761087,363018,330488,6460,16290,251,23023,21557,19171966000,74164,29448,35600,43768,35745,42696,15348,23260,128674,89137,68384,141323,30484,13420,11840,29195,57373,48924,46912,46125,46934,44946,49053,20863,28403,19283,25861,31033,22839,14569,12496,35,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,North Carolina,NC,37,10,762919,614574,96167,1944,13014,302,19999,16919,20661482600,43975,29867,31605,36034,40459,36306,18537,25153,143604,109189,80631,151253,18860,9397,7970,24566,49497,46072,43807,46943,53816,51991,54586,21454,33646,20814,26661,36194,25588,16193,15453,24.4,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,North Carolina,NC,37,11,768166,694680,22893,10898,8484,555,14037,16619,21194633400,40570,25125,36952,48122,39602,37760,15317,27131,138758,110667,79626,152172,18694,8853,8879,24195,44041,40960,44637,44873,50937,51828,56791,23782,32413,21607,30072,48517,33190,19565,20981,28.26,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,North Carolina,NC,37,12,880550,405087,333074,4034,48882,309,64917,24247,27962283400,48511,27316,40171,31921,34910,48568,19047,27026,155240,115765,82877,234757,24860,11049,10516,41481,84419,77236,74684,56310,60460,55188,50089,18414,25010,14373,17936,23060,14260,8661,8849,36.87,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,North Carolina,NC,37,13,788131,541609,169358,5239,27733,395,19021,24776,22218556100,51242,31025,33426,33146,40093,39033,22200,29540,127927,105700,81646,169633,23153,13331,11300,27181,52489,49206,53533,40981,55805,53598,51509,21383,30906,18203,23880,35007,23085,15331,15272,10.5,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,North Carolina,NC,37,2,858938,609822,159101,3663,19838,1081,32078,33355,29345587500,32603,18348,26078,34843,29100,36685,16934,21022,139660,106329,98050,288232,18861,9936,7448,28666,48265,51595,59885,61117,63098,62916,58386,20840,29542,15559,24397,35186,21573,11076,9813,12.7,R,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,North Carolina,NC,37,4,871589,525115,195920,3458,77259,283,37619,31935,34729229600,43374,15600,27123,26632,30572,29915,14441,21348,116453,104846,97701,312851,32787,14298,11768,42755,73970,71185,63275,62812,61407,53919,51948,18189,26351,13561,23019,26520,18222,10436,10351,34.8,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,North Carolina,NC,37,5,762960,601222,114729,4205,12012,1797,14266,14729,21076067000,56487,31386,35624,37198,38228,36632,14768,24483,140499,103520,68534,150747,25189,15089,7686,29579,49024,42438,40926,46285,50570,52588,50142,22304,32827,18886,26022,36113,24045,17338,16560,18.43,R,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,North Carolina,NC,37,6,772716,550198,158359,2592,14553,588,29388,17038,21801924100,48416,25864,30219,39427,43757,40743,13729,23901,139002,107051,73872,172284,22598,11611,7358,26387,48030,43309,45715,47171,51978,53051,56048,19553,33183,17299,27970,34173,23203,17146,16340,16,R,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,North Carolina,NC,37,7,809820,608837,154737,5022,6822,467,15679,18256,21361940600,59482,33483,44648,41448,36497,37740,17612,23549,135909,116338,83369,161244,22764,11126,11848,29593,51675,48220,44493,50285,50104,49791,50317,24274,37982,21614,31303,46828,28580,16327,16005,18,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,North Carolina,NC,37,8,797935,525543,180732,8295,21862,3111,26740,31652,21488647200,43165,25308,37539,38597,38136,37766,16139,23965,133063,122255,82234,174964,23299,10322,12304,31778,61436,50888,50447,52282,50055,49714,51323,16789,27642,15686,23256,32021,23607,12533,12484,15.4,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,North Carolina,NC,37,9,792434,510575,153740,61608,29200,438,17248,19625,27434460700,37559,26565,29495,40413,31041,32177,12301,22347,116482,96047,79719,251606,18979,9700,10154,24156,46528,45619,50521,51706,58314,55604,50880,19044,29280,17417,24057,32477,23638,12400,12566,13.56,R,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,North Dakota,ND,38,1,760077,651687,25896,41270,13749,339,9569,17567,26326046200,39586,13138,25952,28916,26977,22704,11498,21261,108045,116673,90377,231544,21994,13458,12738,36394,61306,55428,50387,40485,40457,41060,49436,20382,25405,17786,19942,26319,18784,15163,18439,33.68,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Nebraska,NE,31,1,653684,574575,18792,7691,17322,538,10706,24060,19630231500,31969,15628,21075,30249,21323,25310,12076,15253,116300,100953,77691,165273,20699,10347,12124,34250,44148,41587,43783,38183,36570,35672,41951,16149,22582,14177,18562,24284,15674,12827,13573,19.83,R,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Nebraska,NE,31,2,673005,544472,64342,4379,24168,90,14597,20957,24004658500,27911,19532,19666,22336,21441,28750,11944,16804,104219,90883,85035,210453,16931,8237,8064,24311,50260,52192,51181,41269,40978,40313,40855,15720,21479,13109,16650,22300,12699,10124,11159,3.9,R,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Nebraska,NE,31,3,602579,547943,8087,6485,4289,661,21170,13944,16680270900,25417,19073,26070,31511,29630,32011,13691,18129,113181,89134,65857,119564,17879,6941,6898,21261,33756,34812,37117,33363,33180,32103,40058,16763,26418,17026,21988,24757,22560,15309,17220,50.8,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New Hampshire,NH,33,1,686820,632042,13242,1723,17936,222,4956,16699,26396803300,29349,10100,14743,19541,16315,22050,10918,12444,88489,100658,78365,262605,22190,10332,9117,26889,46331,42730,41596,37252,43714,50557,54389,22070,27019,16120,24048,32442,19760,11756,16237,4.37,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Representative,New Hampshire,NH,33,2,669638,621889,10190,1839,18112,293,4057,13258,25658546900,20046,10042,15940,16616,19393,21825,7106,12152,97059,90544,81455,254251,20178,7708,7983,23185,39151,39610,37758,38359,45342,50105,57192,23256,29161,18993,23243,31753,22289,13928,14587,1,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
